Requirement ID,Framework,CSF Function,CSF Function Description,Category Name,Category Description,Subcategory ID,Subcategory Description,Implementation Example,Implementation Description (Control),Control Owner,Stakeholders,Artifacts,Findings,Control Evaluation Back Link
PR.DS-02 Ex2,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality
integrity
and availability of information",PR.DS-02,"The confidentiality
integrity
and availability of data-in-transit are protected","Ex2: Automatically encrypt or block outbound emails and other communications that contain sensitive data, depending on the data classification",,CPA to Cybersecurity,Steve McMichael,,,
PR.DS-02 Ex3,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality
integrity
and availability of information",PR.DS-02,"The confidentiality
integrity
and availability of data-in-transit are protected","Ex3: Block access to personal email, file sharing, file storage services, and other personal communications applications and services from organizational systems and networks",,CPA to Cybersecurity,Steve McMichael,,,
PR.DS-02 Ex4,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality
integrity
and availability of information",PR.DS-02,"The confidentiality
integrity
and availability of data-in-transit are protected","Ex4: Prevent reuse of sensitive data from production environments (e.g., customer records) in development, testing, and other non-production environments",,CPA to Cybersecurity,Steve McMichael,,,
PR.DS-10 Ex1,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality
integrity
and availability of information",PR.DS-10,"The confidentiality
integrity
and availability of data-in-use are protected","Ex1: Remove data that must remain confidential (e.g., from processors and memory) as soon as it is no longer needed","Data-in-use protection includes: (1) memory handling procedures for sensitive applications, (2) sensitive data retention limits enforced via application controls, (3) source code reviews for crown jewel systems verifying secure data handling. Application owners provide attestations. Biometric data handling receives enhanced scrutiny per SG1.",CPA to Cybersecurity,Steve McMichael,,,WP-33
PR.DS-10 Ex2,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality
integrity
and availability of information",PR.DS-10,"The confidentiality
integrity
and availability of data-in-use are protected",Ex2: Protect data in use from access by other users and processes of the same platform,,CPA to Cybersecurity,Steve McMichael,,,
PR.DS-11 Ex1,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality
integrity
and availability of information",PR.DS-11,"maintained
Backups of data are created
protected
and tested","Ex1: Continuously back up critical data in near-real-time, and back up other data frequently at agreed-upon schedules",,CPA to Cybersecurity,Steve McMichael,,,
PR.DS-11 Ex2,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality
integrity
and availability of information",PR.DS-11,"maintained
Backups of data are created
protected
and tested",Ex2: Test backups and restores for all types of data sources at least annually,,CPA to Cybersecurity,Steve McMichael,,,
PR.DS-11 Ex3,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality
integrity
and availability of information",PR.DS-11,"maintained
Backups of data are created
protected
and tested",Ex3: Securely store some backups offline and offsite so that an incident or disaster will not damage them,,CPA to Cybersecurity,Steve McMichael,,,
PR.DS-11 Ex4,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality
integrity
and availability of information",PR.DS-11,"maintained
Backups of data are created
protected
and tested",Ex4: Enforce geographic separation and geolocation restrictions for data backup storage,,CPA to Cybersecurity,Steve McMichael,,,
PR.IR-01 Ex1,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-01,Networks and environments are protected from unauthorized logical access and usage,"Ex1: Logically segment organization networks and cloud-based platforms according to trust boundaries and platform types (e.g., IT, IoT, OT, mobile, guests), and permit required communications only between segments",,CPA to Cybersecurity,Steve McMichael,,,
PR.IR-01 Ex2,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-01,Networks and environments are protected from unauthorized logical access and usage,"Ex2: Logically segment organization networks from external networks, and permit only necessary communications to enter the organization's networks from the external networks",,CPA to Cybersecurity,Steve McMichael,,,
PR.IR-01 Ex3,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-01,Networks and environments are protected from unauthorized logical access and usage,Ex3: Implement zero trust architectures to restrict network access to each resource to the minimum necessary,,CPA to Cybersecurity,Steve McMichael,,,
PR.IR-01 Ex4,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-01,Networks and environments are protected from unauthorized logical access and usage,Ex4: Check the cyber health of endpoints before allowing them to access and use production resources,,CPA to Cybersecurity,Steve McMichael,,,
PR.IR-02 Ex1,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-02,The organization's technology assets are protected from environmental threats,"Ex1: Protect organizational equipment from known environmental threats, such as flooding, fire, wind, and excessive heat and humidity","Environmental protection includes:
- (1) Redwood City data center with fire suppression, HVAC monitoring, and physical access controls protecting the Windows DC serving 300 employees,
- (2) AWS infrastructure leveraging multi-AZ deployment with native resilience controls,
- (3) documented environmental threat assessments and tested response procedures.",CPA to Cybersecurity,Steve McMichael,,,WP-34
PR.IR-02 Ex2,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-02,The organization's technology assets are protected from environmental threats,Ex2: Include protection from environmental threats and provisions for adequate operating infrastructure in requirements for service providers that operate systems on the organization's behalf,,CPA to Cybersecurity,Steve McMichael,,,
PR.IR-03 Ex1,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-03,Mechanisms are implemented to achieve resilience requirements in normal and adverse situations,Ex1: Avoid single points of failure in systems and infrastructure,,CPA to Cybersecurity,Steve McMichael,,,
PR.IR-03 Ex2,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-03,Mechanisms are implemented to achieve resilience requirements in normal and adverse situations,Ex2: Use load balancing to increase capacity and improve reliability,"Resilience mechanisms are implemented to achieve resilience requirements in normal and adverse situations through:
(1) AWS Elastic Load Balancing (ALB) distributing traffic across multiple availability zones for the primary authentication platform,
(2) Auto-scaling groups configured to add capacity during traffic spikes or instance failures,
(3) Multi-AZ deployment for production Postgres databases with automated failover,
(4) Kubernetes cluster spanning three availability zones with pod anti-affinity rules preventing single points of failure,
(5) CloudFront CDN providing edge caching and DDoS absorption for customer-facing endpoints.",CPA to Cybersecurity,Steve McMichael,"AR-18
AR-19
AR-20
AR-21
AR-22
AR-23
AR-24
AR-25","FND-2
FND-3
FND-4",
PR.IR-03 Ex3,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-03,Mechanisms are implemented to achieve resilience requirements in normal and adverse situations,Ex3: Use high-availability components like redundant storage and power supplies to improve system reliability,"Resilience is achieved through: (1) AWS multi-AZ deployment for production workloads, (2) Kubernetes infrastructure with pod redundancy and auto-scaling, (3) redundant storage and compute for critical systems. Failover testing validates recovery capabilities. DR plan development continues as part of the Cloud Security Optimization project ($100K).",CPA to Cybersecurity,Steve McMichael,,,WP-35
PR.IR-04 Ex1,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-04,Adequate resource capacity to ensure availability is maintained,"Ex1: Monitor usage of storage, power, compute, network bandwidth, and other resources",,CPA to Cybersecurity,Steve McMichael,,,
PR.IR-04 Ex2,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Technology Infrastructure Resilience (PR.IR),"Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-04,Adequate resource capacity to ensure availability is maintained,"Ex2: Forecast future needs, and scale resources accordingly",,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-01 Ex1,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-01,Configuration management practices are established and applied,"Ex1: Establish, test, deploy, and maintain hardened baselines that enforce the organization's cybersecurity policies and provide only essential capabilities (i.e., principle of least functionality)","Configuration management includes: (1) hardened baselines for Amazon Linux 2 and Ubuntu documented and enforced via automation, (2) baseline compliance monitoring through AWS Config, (3) deviation alerting and remediation tracking. Legacy Windows 2012 fileserver upgrade is planned for Q3. 95% of systems deployed to hardened baselines.",CPA to Cybersecurity,Steve McMichael,,,WP-36
PR.PS-01 Ex2,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-01,Configuration management practices are established and applied,Ex2: Review all default configuration settings that may potentially impact cybersecurity when installing or upgrading software,,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-01 Ex3,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-01,Configuration management practices are established and applied,Ex3: Monitor implemented software for deviations from approved baselines,,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-02 Ex1,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-02,"Software is maintained
replaced
and removed commensurate with risk",Ex1: Perform routine and emergency patching within the timeframes specified in the vulnerability management plan,,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-02 Ex2,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-02,"Software is maintained
replaced
and removed commensurate with risk","Ex2: Update container images, and deploy new container instances to replace rather than update existing instances",,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-02 Ex3,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-02,"Software is maintained
replaced
and removed commensurate with risk","Ex3: Replace end-of-life software and service versions with supported, maintained versions",,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-02 Ex4,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-02,"Software is maintained
replaced
and removed commensurate with risk",Ex4: Uninstall and remove unauthorized software and services that pose undue risks,,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-02 Ex5,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-02,"Software is maintained
replaced
and removed commensurate with risk","Ex5: Uninstall and remove any unnecessary software components (e.g., operating system utilities) that attackers might misuse",,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-02 Ex6,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-02,"Software is maintained
replaced
and removed commensurate with risk",Ex6: Define and implement plans for software and service end-of-life maintenance support and obsolescence,,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-03 Ex1,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-03,"replaced
and removed commensurate with risk
Hardware is maintained",Ex1: Replace hardware when it lacks needed security capabilities or when it cannot support software with needed security capabilities,,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-03 Ex2,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-03,"replaced
and removed commensurate with risk
Hardware is maintained",Ex2: Define and implement plans for hardware end-of-life maintenance support and obsolescence,,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-03 Ex3,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-03,"replaced
and removed commensurate with risk
Hardware is maintained","Ex3: Perform hardware disposal in a secure, responsible, and auditable manner",,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-04 Ex1,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-04,Log records are generated and made available for continuous monitoring,"Ex1: Configure all operating systems, applications, and services (including cloud-based services) to generate log records",,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-04 Ex2,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-04,Log records are generated and made available for continuous monitoring,Ex2: Configure log generators to securely share their logs with the organization's logging infrastructure systems and services,,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-04 Ex3,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-04,Log records are generated and made available for continuous monitoring,Ex3: Configure log generators to record the data needed by zero-trust architectures,,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-05 Ex1,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-05,Installation and execution of unauthorized software are prevented,"Ex1: When risk warrants it, restrict software execution to permitted products only or deny the execution of prohibited and unauthorized software","Unauthorized software prevention is implemented through: 
(1) SentinelOne application control on workstations and laptops, 
(2) app control policy defining permitted software, 
(3) Kubernetes node restrictions (shared SSH key remediation in progress). 
Server-side controls expand SentinelOne enforcement. Policy exceptions require CISO approval.",CPA to Cybersecurity,Steve McMichael,"AR-3
AR-13
AR-14
AR-15
AR-16
AR-17",,WP-37
PR.PS-05 Ex2,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-05,Installation and execution of unauthorized software are prevented,Ex2: Verify the source of new software and the software's integrity before installing it,,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-05 Ex3,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-05,Installation and execution of unauthorized software are prevented,Ex3: Configure platforms to use only approved DNS services that block access to known malicious domains,,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-05 Ex4,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-05,Installation and execution of unauthorized software are prevented,Ex4: Configure platforms to allow the installation of organization-approved software only,,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-06 Ex1,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-06,"Secure software development practices are integrated
and their performance is monitored throughout the software development life cycle",Ex1: Protect all components of organization-developed software from tampering and unauthorized access,,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-06 Ex2,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-06,"Secure software development practices are integrated
and their performance is monitored throughout the software development life cycle","Ex2: Secure all software produced by the organization, with minimal vulnerabilities in their releases",,CPA to Cybersecurity,Steve McMichael,,,
PR.PS-06 Ex3,NIST CSF 2.0,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-06,"Secure software development practices are integrated
and their performance is monitored throughout the software development life cycle","Ex3: Maintain the software used in production environments, and securely dispose of software once it is no longer needed",,CPA to Cybersecurity,Steve McMichael,,,
RC.CO-03 Ex1,NIST CSF 2.0,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Communication (RC.CO),Restoration activities are coordinated with internal and external parties,RC.CO-03,Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,"Ex1: Securely share recovery information, including restoration progress, consistent with response plans and information sharing agreements",,CPA to Cybersecurity,Steve McMichael,,,
RC.CO-03 Ex2,NIST CSF 2.0,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Communication (RC.CO),Restoration activities are coordinated with internal and external parties,RC.CO-03,Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,Ex2: Regularly update senior leadership on recovery status and restoration progress for major incidents,,CPA to Cybersecurity,Steve McMichael,,,
RC.CO-03 Ex3,NIST CSF 2.0,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Communication (RC.CO),Restoration activities are coordinated with internal and external parties,RC.CO-03,Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,Ex3: Follow the rules and protocols defined in contracts for incident information sharing between the organization and its suppliers,,CPA to Cybersecurity,Steve McMichael,,,
RC.CO-03 Ex4,NIST CSF 2.0,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Communication (RC.CO),Restoration activities are coordinated with internal and external parties,RC.CO-03,Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,Ex4: Coordinate crisis communication between the organization and its critical suppliers,,CPA to Cybersecurity,Steve McMichael,,,
RC.CO-04 Ex1,NIST CSF 2.0,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Communication (RC.CO),Restoration activities are coordinated with internal and external parties,RC.CO-04,Public updates on incident recovery are shared using approved methods and messaging,Ex1: Follow the organization's breach notification procedures for recovering from a data breach incident,,CPA to Cybersecurity,Steve McMichael,,,
RC.CO-04 Ex2,NIST CSF 2.0,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Communication (RC.CO),Restoration activities are coordinated with internal and external parties,RC.CO-04,Public updates on incident recovery are shared using approved methods and messaging,Ex2: Explain the steps being taken to recover from the incident and to prevent a recurrence,,CPA to Cybersecurity,Steve McMichael,,,
RC.RP-01 Ex1,NIST CSF 2.0,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-01,The recovery portion of the incident response plan is executed once initiated from the incident response process,Ex1: Begin recovery procedures during or after incident response processes,,CPA to Cybersecurity,Steve McMichael,,,
RC.RP-01 Ex2,NIST CSF 2.0,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-01,The recovery portion of the incident response plan is executed once initiated from the incident response process,Ex2: Make all individuals with recovery responsibilities aware of the plans for recovery and the authorizations required to implement each aspect of the plans,,CPA to Cybersecurity,Steve McMichael,,,
RC.RP-02 Ex1,NIST CSF 2.0,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-02,"prioritized
Recovery actions are selected
scoped
and performed",Ex1: Select recovery actions based on the criteria defined in the incident response plan and available resources,,CPA to Cybersecurity,Steve McMichael,,,
RC.RP-02 Ex2,NIST CSF 2.0,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-02,"prioritized
Recovery actions are selected
scoped
and performed",Ex2: Change planned recovery actions based on a reassessment of organizational needs and resources,,CPA to Cybersecurity,Steve McMichael,,,
RC.RP-03 Ex1,NIST CSF 2.0,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-03,The integrity of backups and other restoration assets is verified before using them for restoration,"Ex1: Check restoration assets for indicators of compromise, file corruption, and other integrity issues before use","Backup integrity verification includes: (1) automated checksums for S3 backups, (2) monthly integrity validation by DR Manager, (3) quarterly restore testing to verify recoverability. The S3 Bucket Security project enhances backup protection with versioning and cross-region replication. Restoration assets are checked for IOCs before recovery use.",CPA to Cybersecurity,Steve McMichael,,,WP-38
RC.RP-04 Ex1,NIST CSF 2.0,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-04,Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,Ex1: Use business impact and system categorization records (including service delivery objectives) to validate that essential services are restored in the appropriate order,,CPA to Cybersecurity,Steve McMichael,,,
RC.RP-04 Ex2,NIST CSF 2.0,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-04,Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,Ex2: Work with system owners to confirm the successful restoration of systems and the return to normal operations,,CPA to Cybersecurity,Steve McMichael,,,
RC.RP-04 Ex3,NIST CSF 2.0,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-04,Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,Ex3: Monitor the performance of restored systems to verify the adequacy of the restoration,,CPA to Cybersecurity,Steve McMichael,,,
RC.RP-05 Ex1,NIST CSF 2.0,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-05,"The integrity of restored assets is verified
systems and services are restored
and normal operating status is confirmed",Ex1: Check restored assets for indicators of compromise and remediation of root causes of the incident before production use,,CPA to Cybersecurity,Steve McMichael,,,
RC.RP-05 Ex2,NIST CSF 2.0,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-05,"The integrity of restored assets is verified
systems and services are restored
and normal operating status is confirmed",Ex2: Verify the correctness and adequacy of the restoration actions taken before putting a restored system online,,CPA to Cybersecurity,Steve McMichael,,,
RC.RP-06 Ex1,NIST CSF 2.0,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-06,"The end of incident recovery is declared based on criteria
and incident-related documentation is completed","Ex1: Prepare an after-action report that documents the incident itself, the response and recovery actions taken, and lessons learned",,CPA to Cybersecurity,Steve McMichael,,,
RC.RP-06 Ex2,NIST CSF 2.0,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-06,"The end of incident recovery is declared based on criteria
and incident-related documentation is completed",Ex2: Declare the end of incident recovery once the criteria are met,,CPA to Cybersecurity,Steve McMichael,,,
